time,gFx,gFy,gFz,TgF
539.719881693,-0.0206,0.8830,0.3951,0.955
540.720392436,-0.1139,0.8599,0.5252,1.001
541.720541443,0.0196,0.8997,0.4758,1.005
542.720884583,0.0086,0.8581,0.4016,0.935
543.721032899,-0.0513,0.8440,0.4247,0.934
544.721199363,0.0272,0.8815,0.4150,0.962
545.721492698,-0.0180,0.8631,0.4699,0.970
546.724370588,-0.0063,0.9156,0.5951,1.079
547.72222268,-0.0421,0.9039,0.5641,1.053
548.722484765,0.0898,0.8142,0.5079,0.950
549.722775578,-0.0031,0.8755,0.5656,1.029
550.723104802,-0.0311,0.8871,0.4741,0.993
551.723503321,-0.0474,0.8277,0.5808,0.999
552.723883042,-0.0843,0.7749,0.4936,0.910
553.724044623,-0.0380,0.9088,0.5923,1.072
554.724204088,-0.0054,0.8543,0.4421,0.949
555.724440864,0.0983,0.8271,0.5789,1.000
556.724643379,0.0863,0.7383,0.6327,0.962
557.725014229,0.0007,0.8176,0.7088,1.068
558.72510448,0.0824,0.7891,0.6489,1.011
559.72531847,-0.0335,0.8527,0.6624,1.067
560.726635365,0.1245,0.8453,0.6790,1.077
561.725677846,0.0752,0.7696,0.6773,1.014
562.739541331,0.0737,0.8287,0.6613,1.049
563.726306713,-0.0120,0.8949,0.5325,1.028
564.726479117,0.0107,0.8584,0.6228,1.047
565.726897778,-0.0025,0.8614,0.6116,1.043
566.727056348,-0.0194,0.8875,0.4995,1.005
567.727762566,-0.0024,0.9060,0.4749,1.010
568.727894443,-0.0488,0.8718,0.4777,0.982
569.728022007,-0.0186,0.8776,0.4699,0.983
570.728333816,-0.0316,0.9050,0.4867,1.015
571.728529698,-0.0574,0.9085,0.4941,1.023
572.728847367,-0.0302,0.8884,0.4742,0.995
573.729051591,-0.0254,0.8732,0.4655,0.977
574.729351518,-0.0093,0.8835,0.4620,0.984
575.729601234,-0.0089,0.8854,0.4630,0.986
576.729941037,-0.0297,0.8943,0.4990,1.011
577.741213092,-0.0419,0.8903,0.4757,0.997
578.730278074,-0.0677,0.8767,0.4973,0.997
579.730568195,-0.0492,0.8860,0.4937,1.003
580.730670368,-0.0541,0.8762,0.4841,0.990
581.730862955,-0.0293,0.8835,0.4684,0.987
582.731043905,-0.0209,0.8982,0.4804,1.006
583.73115739,-0.0093,0.9040,0.4672,1.005
584.731442709,-0.0200,0.8927,0.4697,0.996
585.731663657,-0.0394,0.8982,0.4941,1.013
586.731932904,-0.0692,0.9012,0.5025,1.021
587.732038333,-0.0449,0.8669,0.4802,0.979
588.732283776,-0.0151,0.8957,0.4794,1.003
589.732600589,-0.0230,0.8756,0.4733,0.983
590.73276864,-0.0317,0.8786,0.4606,0.980
591.742851079,-0.0609,0.8806,0.4929,0.998
592.741266566,-0.0381,0.8825,0.4611,0.984
593.733536667,-0.0410,0.8860,0.4723,0.992
594.733732062,-0.0226,0.8878,0.4172,0.968
595.734090135,-0.0615,0.9372,0.4559,1.031
596.734431241,-0.0615,0.9132,0.4473,1.006
597.734720751,-0.0946,0.9333,0.4633,1.034
598.734876554,-0.1336,0.8909,0.4808,1.009
599.735041268,-0.0883,0.9001,0.4538,0.999
600.735529346,-0.1513,1.1038,0.2138,1.124
601.735810434,-0.1057,0.9985,0.3333,1.046
602.735972381,0.0329,0.9037,0.3974,0.975
603.736312266,-0.1129,0.9336,0.3908,1.006
604.73638677,-0.1424,0.8358,0.3356,0.900
605.745091035,-0.0972,0.9562,0.4194,1.036
606.743529797,-0.0320,0.9226,0.5373,1.055
607.737218681,-0.1306,0.9135,0.3462,0.974
608.737517265,0.0457,0.8965,0.4447,0.989
609.737710625,-0.1463,0.9890,0.4601,1.089
610.73794203,-0.1644,0.8758,0.2877,0.925
611.738155817,0.0488,0.9286,0.6398,1.115
612.738378066,-0.1065,0.7907,0.4616,0.909
613.738506037,-0.1290,0.8101,0.4157,0.908
614.738763972,-0.0023,0.9544,0.3675,1.010
615.738922095,-0.0704,0.8905,0.5615,1.042
616.739171688,-0.0255,0.9176,0.4589,1.013
617.73950783,0.0732,0.8938,0.3511,0.950
618.739686663,-0.0868,1.0195,0.6035,1.175
619.739974668,-0.0424,0.8839,0.5114,1.009
620.740200906,-0.0358,0.9363,0.5767,1.087
621.740339863,-0.0311,0.9240,0.5296,1.052
622.740628275,0.0893,0.8936,0.5172,1.023
623.740801819,0.0364,0.6855,0.4873,0.828
624.741042786,-0.1207,0.7396,0.5951,0.944
625.741153382,0.0156,0.7779,0.5418,0.934
626.741499859,0.0762,0.8292,0.5509,0.985
627.741667462,0.1015,0.7662,0.5728,0.948
628.742079083,-0.0101,0.6616,0.7405,0.979
629.742248924,0.0335,0.8427,0.4667,0.950
630.742547997,-0.0314,0.8545,0.4376,0.948
631.742894799,0.0631,0.9332,0.5512,1.072
632.752556502,-0.0406,0.8046,0.4779,0.924
633.749697291,-0.0305,0.8847,0.4427,0.977
634.743746729,-0.0402,0.8647,0.4463,0.961
635.743930405,-0.0396,0.8614,0.4877,0.978
636.744174994,-0.0463,0.8267,0.5319,0.971
637.744448839,0.0062,0.8769,0.4670,0.980
638.744677233,-0.0997,0.9336,0.4328,1.022
639.745022977,-0.1514,1.0109,0.2551,1.043
640.745156685,-0.1071,0.9955,0.3700,1.056
641.745368396,0.0172,0.9504,0.3802,1.011
642.746291411,-0.0217,0.9806,0.5720,1.122
643.745811797,0.0203,0.9759,0.4536,1.063
644.757920359,-0.0959,0.9779,0.3843,1.043
645.746479442,-0.0620,0.9687,0.4763,1.069
646.746615184,-0.0146,0.7282,0.4103,0.823
647.746854565,-0.0192,0.9164,0.4385,1.003
648.747228589,-0.0170,0.9263,0.5374,1.058
649.748087394,-0.0849,1.0814,0.6080,1.231
650.748247022,0.0309,0.9299,0.4100,1.004
651.748496168,-0.0439,0.8883,0.3283,0.936
652.748838332,-0.0175,0.7868,0.3918,0.866
653.748988886,0.0062,0.9314,0.5982,1.093
654.749461786,-0.0432,0.9187,0.5925,1.081
655.749662755,-0.0292,0.8121,0.5354,0.960
656.749925736,0.1732,0.9099,0.7176,1.157
657.760068233,-0.0396,0.7611,0.6488,0.987
658.750376705,0.0505,0.8446,0.4481,0.944
659.750657834,0.0511,0.7622,0.5038,0.901
660.751323321,0.0540,0.8038,0.7996,1.121
661.751491005,0.1270,0.7768,0.7680,1.085
662.751805133,-0.0645,0.9136,0.4669,1.015
663.752062743,-0.0400,0.8868,0.5079,1.010
664.752340331,-0.0576,0.8643,0.4770,0.976
665.752609985,-0.0419,0.8932,0.5113,1.017
666.752810629,-0.0664,0.8726,0.4872,0.989
667.753000733,-0.0435,0.8756,0.4832,0.988
668.753246014,-0.0478,0.8795,0.4895,0.995
669.753347902,-0.0454,0.8839,0.4880,0.998
670.764530683,-0.0263,0.8829,0.5123,1.008
671.760814863,-0.0253,0.8863,0.4996,1.005
672.75427401,-0.0454,0.8809,0.4876,0.995
673.754118575,-0.0488,0.8756,0.4915,0.992
674.754659794,-0.0488,0.8683,0.4760,0.978
675.755093063,-0.0474,0.8717,0.4788,0.983
676.75546021,-0.0273,0.8873,0.4826,0.997
677.755724371,-0.0308,0.8751,0.4885,0.990
678.755871792,-0.0366,0.8776,0.5031,0.999
679.756182746,-0.0438,0.8971,0.5128,1.021
680.756656583,-0.0303,0.8819,0.4943,0.998
681.75688221,-0.0278,0.8995,0.5015,1.017
682.756987964,-0.0400,0.9117,0.4951,1.025
683.757399545,-0.0444,0.8717,0.4934,0.990
684.760774789,-0.0396,0.8741,0.4803,0.985
685.758319427,-0.0386,0.8863,0.4821,0.997
686.773534068,-0.0269,0.9039,0.4844,1.013
687.758502493,-0.0341,0.9000,0.4947,1.015
688.759136811,-0.0444,0.8809,0.4871,0.995
689.759062756,-0.0088,0.8985,0.4995,1.015
690.75976934,-0.0497,0.8936,0.5046,1.014
691.759934624,-0.0568,0.8739,0.4585,0.976
692.760203382,-0.0534,0.9007,0.4237,0.984
693.760399834,-0.0223,0.8629,0.5827,1.028
694.760559503,-0.0752,0.9198,0.4738,1.025
695.76080987,-0.0533,0.8676,0.4927,0.986
696.761088516,-0.0444,0.9042,0.5100,1.026
697.761238704,-0.0148,0.8934,0.4773,1.000
698.761423478,-0.0703,0.8998,0.5096,1.024
699.773310604,-0.0407,0.8616,0.4655,0.967
700.762268124,-0.0319,0.8836,0.4818,0.994
701.762247047,-0.0338,0.8880,0.5072,1.010
702.762383197,-0.0582,0.8783,0.4985,0.999
703.762516498,-0.0387,0.8817,0.4877,0.995
704.763009988,-0.0474,0.8783,0.4926,0.995
705.762964334,-0.0470,0.8831,0.4770,0.992
706.763679748,-0.0469,0.8793,0.5014,1.000
707.763453715,-0.0654,0.8930,0.5184,1.022
708.76363442,-0.0688,0.8940,0.5091,1.018
709.763929831,-0.0499,0.8602,0.4821,0.974
710.764291282,-0.0241,0.8885,0.4871,1.001
711.764468569,-0.0407,0.8661,0.4761,0.976
712.764724998,-0.0563,0.8958,0.4448,0.989
713.774448957,-0.0616,0.8856,0.4897,1.001
714.765455834,-0.0178,0.8679,0.4517,0.966
715.765770084,-0.0268,0.8676,0.5374,1.008
716.765950342,-0.0869,0.9091,0.4813,1.020
717.766558171,-0.0821,0.8847,0.4741,0.994
718.766821925,-0.0797,0.8831,0.4610,0.987
719.767033473,-0.0446,0.8973,0.4593,0.996
720.76746837,-0.0491,0.9065,0.4252,0.990
721.767695584,-0.1269,0.9568,0.1464,0.966
722.768230252,-0.1868,0.9665,0.3243,1.025
723.768442818,-0.1107,0.9903,0.5051,1.105
724.76870645,-0.0297,0.8493,0.4070,0.930
725.768960112,-0.0861,0.7948,0.4544,0.907
726.777604766,-0.0930,0.8981,0.5769,1.059
727.775054921,-0.0744,0.9167,0.5820,1.075
728.769960927,-0.0331,0.8420,0.3954,0.918
729.770158397,-0.1224,0.9363,0.3419,0.993
730.77035786,-0.1012,0.9458,0.2555,0.974
731.770520947,-0.0563,0.8485,0.4509,0.950
732.770963005,0.0255,0.8107,0.4276,0.904
733.771569166,0.0258,0.7611,0.5283,0.913
734.771189446,0.0607,0.8589,0.5971,1.034
735.771629306,0.0427,0.7352,0.5148,0.885
736.771999587,0.0053,0.8192,0.5308,0.963
737.772163813,-0.0927,0.8706,0.5064,0.999
738.77246846,-0.0705,0.9259,0.5775,1.081
739.779148636,0.0190,0.8589,0.5437,1.003
740.776965409,-0.0800,0.8760,0.5317,1.015
741.773269568,0.0211,0.7984,0.6031,0.987
742.773605588,-0.0218,0.8419,0.5810,1.010
743.773890175,-0.0596,0.8924,0.4706,0.998
744.774268146,-0.0328,0.9203,0.4835,1.027
745.774559365,-0.0570,0.9004,0.5329,1.035
746.774802611,-0.0394,0.8614,0.5814,1.027
747.775175048,-0.0209,0.8369,0.5474,0.987
748.775664266,-0.0382,0.8739,0.4892,0.989
749.775736817,-0.0318,0.8847,0.4979,1.003
750.776076742,-0.0250,0.8817,0.4905,0.996
751.776174114,-0.0348,0.8910,0.4779,0.999
752.776317873,-0.0182,0.8856,0.4818,0.995
753.779675458,-0.0490,0.8768,0.4692,0.983
754.777631635,-0.0334,0.8548,0.4777,0.967
755.791510867,-0.0348,0.8787,0.4741,0.986
756.777527063,-0.0640,0.8979,0.5086,1.021
757.777986373,-0.0689,0.8832,0.5073,1.008
758.778263636,-0.0654,0.8856,0.5063,1.009
759.778571213,-0.0465,0.8836,0.4877,0.997
760.778968349,-0.0226,0.8997,0.4856,1.010
761.779528042,-0.0260,0.8958,0.4876,1.007
762.779825772,-0.0416,0.8836,0.4824,0.995
763.780081509,-0.0732,0.8783,0.5122,1.007
764.780381803,-0.0431,0.8778,0.4877,0.992
765.780599007,-0.0090,0.8958,0.4778,1.002
766.781035572,-0.0236,0.8982,0.4851,1.008
767.781172128,-0.0547,0.8715,0.5098,0.998
768.793819386,-0.0201,0.8963,0.4861,1.007
769.782031545,-0.0046,0.8972,0.4738,1.002
770.782324595,-0.0426,0.8816,0.4775,0.991
771.782665294,-0.0668,0.8891,0.5243,1.021
772.783230602,-0.0703,0.8837,0.5112,1.010
773.783585909,-0.0363,0.8675,0.4761,0.977
774.783928642,-0.0280,0.8650,0.4776,0.975
775.784173312,-0.0562,0.8676,0.5117,0.996
776.784524794,-0.0616,0.8905,0.4950,1.008
777.784961969,-0.0324,0.8826,0.4755,0.990
778.785126642,-0.0012,0.8938,0.4734,0.998
779.800581924,-0.0795,0.8769,0.5210,1.010
780.796251236,-0.0586,0.8895,0.5067,1.012
781.78593483,-0.0465,0.8900,0.4921,1.005
782.786154557,-0.0256,0.8684,0.4819,0.980
783.786731096,0.0110,0.8967,0.4675,0.998
784.787107032,-0.0280,0.8855,0.4687,0.989
785.787476743,-0.0683,0.8783,0.5229,1.012
786.787795144,-0.0707,0.8983,0.5130,1.024
787.788013528,-0.0280,0.8767,0.4668,0.981
788.788183857,-0.0548,0.8811,0.4819,0.993
789.788406839,-0.0640,0.8715,0.5147,1.001
790.788544983,-0.0664,0.8974,0.5076,1.020
791.788819886,-0.0529,0.8709,0.4908,0.988
792.789052511,-0.0334,0.8748,0.4766,0.984
793.789301861,-0.0504,0.8631,0.4913,0.982
794.795610659,-0.0576,0.8769,0.5141,1.005
795.79036664,-0.0669,0.8632,0.5104,0.992
796.79052342,-0.0693,0.8983,0.5223,1.029
797.790962955,-0.0626,0.8871,0.4990,1.007
798.79093964,-0.0339,0.8694,0.4717,0.977
799.791483871,-0.0461,0.8611,0.4743,0.971
800.791468572,-0.0158,0.9016,0.4729,1.005
801.791819321,-0.0474,0.8861,0.4989,1.005
802.7920327,-0.0530,0.8874,0.4468,0.982
803.792522162,-0.0256,0.8587,0.4913,0.977
804.79247427,-0.0378,0.8811,0.4800,0.991
805.792586779,-0.0479,0.8846,0.5165,1.012
806.792900785,-0.0192,0.8850,0.4838,0.996
807.81183446,-0.0725,0.9084,0.4492,1.003
808.793542998,-0.0550,0.8966,0.4088,0.974
809.793411488,-0.0769,0.9196,0.4213,1.002
810.793707468,-0.2019,1.0403,0.1767,1.065
811.794508006,-0.0671,0.8781,0.4357,0.970
812.794943309,-0.0645,0.8368,0.5115,0.970
813.794859569,-0.0294,0.8987,0.4954,1.014
814.795178255,-0.1218,0.9543,0.4008,1.030
815.795658683,-0.1316,0.9538,0.3915,1.028
816.79586482,-0.0366,0.9530,0.5418,1.084
817.796292392,-0.0608,0.8083,0.4567,0.918
818.79674979,-0.0447,0.8219,0.4561,0.928
819.798657098,-0.0394,0.8817,0.5613,1.033
820.797280186,-0.1033,0.9643,0.5546,1.105
821.797423253,-0.1048,0.9918,0.3780,1.055
822.798138382,-0.1489,0.8729,0.4697,0.990
823.798557247,-0.1231,1.0144,0.4534,1.106
824.798797563,-0.0060,0.9879,0.6315,1.159
825.799396522,-0.1040,1.0619,0.4617,1.150
826.799388384,-0.0910,0.7830,0.4867,0.914
827.7999683,-0.0865,0.9348,0.4811,1.042
828.799681842,-0.0021,0.9104,0.5098,1.030
829.800009195,-0.0573,0.3063,0.3013,0.420
830.800226806,-0.1536,0.7916,0.4084,0.892
831.801302571,-0.1470,0.9017,0.4777,1.019
832.801002238,-0.0540,0.9215,0.4315,1.006
833.80123226,0.0178,0.9389,0.6201,1.112
834.80197457,-0.1690,0.7993,0.3207,0.866
835.80207715,-0.2305,0.9085,0.4190,1.015
836.802379966,-0.2669,0.9570,0.4723,1.089
837.802649132,0.1369,0.9446,0.3581,1.006
838.802983117,0.0554,0.9525,0.3369,0.999
839.803359867,0.0856,1.2562,0.5615,1.366
840.803808191,-0.0371,0.9347,0.2102,0.948
841.804076868,-0.0716,0.9189,0.5772,1.075
842.804290085,0.0026,1.0232,0.7516,1.256
843.804629766,-0.1220,0.7608,0.3876,0.850
844.804755865,0.0375,0.7993,0.4103,0.886
845.806784918,-0.0076,0.9933,0.4489,1.077
846.820450772,0.0535,1.2192,0.5965,1.345
847.805550951,-0.1435,1.0832,0.6220,1.245
848.805911507,-0.0927,0.8656,0.5354,1.009
849.806245858,-0.0303,1.1964,0.6032,1.327
850.806627939,-0.0634,1.0149,0.6885,1.215
851.806834401,-0.0007,0.9399,0.6309,1.119
852.807148936,0.0438,0.8913,0.5216,1.020
853.807828827,0.0073,0.7392,0.4240,0.839
854.808092947,-0.1442,0.7440,0.7737,1.070
855.808405814,0.0311,0.9961,0.6519,1.177
856.808399344,-0.0306,0.8950,0.4190,0.976
857.810154472,0.1534,0.8228,0.5106,0.966
858.808964979,-0.0575,0.9782,0.6981,1.190
859.819514377,-0.1341,1.0173,0.6804,1.218
860.809714206,0.0169,0.8810,0.5184,1.009
861.809965712,-0.1401,0.7537,0.5417,0.926
862.810139297,0.0444,0.9206,0.5531,1.061
863.810652684,0.0829,0.9444,0.7077,1.169
864.811091731,0.0561,0.8051,0.4462,0.909
865.811457007,0.0392,0.8371,0.3282,0.887
866.811684668,-0.0645,0.9046,0.5258,1.035
867.811891537,0.0485,0.9976,0.4785,1.094
868.812337949,0.1619,1.0248,0.2202,1.048
869.812536965,-0.1732,0.9433,0.3504,1.010
870.812805683,-0.1210,0.8164,0.3863,0.899
871.812993793,-0.0577,0.9356,0.6668,1.137
872.819498595,0.0378,0.8351,0.5318,0.977
873.813614685,0.0954,0.8915,0.6686,1.104
874.814142965,0.0130,0.9038,0.6741,1.114
875.814399842,0.1533,0.8479,0.6493,1.065
876.8147853,0.0354,0.8917,0.5124,1.016
877.815060528,0.0771,0.9470,0.5850,1.102
878.815377708,0.0464,0.8631,0.6081,1.043
879.815871849,0.0827,0.9567,0.3418,1.007
880.816167382,0.2812,1.0649,0.3316,1.137
881.816405623,0.1091,1.0936,0.1882,1.104
882.816675317,-0.1842,1.0177,0.4230,1.106
883.816938908,-0.1747,0.9736,0.3414,1.035
884.822202011,-0.2052,0.9270,0.2444,0.970
885.819902166,-0.1378,0.9577,0.4418,1.052
886.818211737,-0.2091,0.8464,0.4453,0.967
887.818525377,-0.1240,0.9298,0.6378,1.121
888.818892239,-0.0447,0.9034,0.4477,0.997
889.819342313,-0.0107,0.8383,0.4067,0.919
890.819746773,0.0565,0.7167,0.4347,0.826
891.820057768,-0.1083,0.8617,0.5315,1.005
892.820308135,-0.0769,0.9059,0.4371,0.996
893.820506133,-0.0833,0.8645,0.2713,0.898
894.820799062,-0.1245,0.8192,0.5119,0.961
895.821108389,-0.0794,0.9619,0.5584,1.102
896.821442658,-0.1587,0.7952,0.4903,0.935
897.82258011,0.0219,0.7606,0.3975,0.845
898.822166414,-0.0139,0.9120,0.3278,0.957
899.822398674,-0.0638,0.9581,0.4020,1.029
900.822774936,-0.0562,0.9012,0.5155,1.027
901.823050652,0.0048,0.8840,0.5144,1.009
902.823867425,0.0085,0.7999,0.4907,0.925
903.824100132,-0.0758,0.7830,0.4921,0.915
904.824419347,0.0331,0.9075,0.5312,1.039
905.824675817,-0.0961,0.9452,0.5152,1.068
906.82502738,-0.0273,0.8477,0.3945,0.923
907.826235714,-0.0203,0.8546,0.4724,0.964
908.829971473,-0.0512,0.9399,0.5629,1.084
909.827375526,-0.0162,0.9192,0.5079,1.037
910.826627032,0.0093,0.8848,0.4277,0.970
911.826869668,0.0203,0.9010,0.5177,1.026
912.827129271,-0.0324,0.9225,0.4782,1.027
913.827928303,-0.0051,0.8278,0.5194,0.964
914.828368286,-0.0066,0.8770,0.4849,0.989
915.828609375,0.0355,0.8815,0.5300,1.016
916.829064128,-0.1093,0.9136,0.3909,0.988
917.829236532,-0.0336,0.8550,0.4276,0.944
918.829513307,-0.1053,0.8170,0.4154,0.910
919.829714764,-0.0429,0.8931,0.4166,0.974
920.829860517,-0.0363,0.9196,0.4958,1.032
921.83152222,-0.0208,0.8194,0.4556,0.925
922.830269494,0.0171,0.9524,0.5431,1.083
923.843166793,0.0284,0.8916,0.4359,0.980
924.831070357,-0.0156,0.8182,0.5764,0.987
925.831372034,-0.0156,0.8296,0.4102,0.913
926.831352951,0.1401,0.9329,0.5989,1.103
927.831497239,-0.0790,0.8798,0.5629,1.034
928.831896613,-0.1591,0.8615,0.6520,1.079
929.832135057,-0.0050,0.8528,0.5313,0.991
930.832343106,0.0109,0.8155,0.4580,0.922
931.832612923,-0.1152,0.8432,0.5288,0.989
932.832878345,-0.1787,0.8343,0.4686,0.961
933.833166431,-0.0725,0.9243,0.5971,1.090
934.833673919,-0.1538,0.8651,0.5024,1.000
935.834060353,-0.0472,0.8453,0.4204,0.933
936.834544281,-0.0200,0.8532,0.6998,1.090
937.840807302,-0.0922,0.7198,0.4073,0.820
938.838093436,-0.0120,0.9990,0.5691,1.137
939.83557069,-0.0987,1.0367,0.5920,1.185
940.835883435,0.1891,0.8518,0.3850,0.940
941.836267957,-0.0789,0.7681,0.5954,0.962
942.83659714,-0.0790,0.8949,0.5360,1.033
943.837009698,-0.0472,0.7254,0.3049,0.776
944.836886367,-0.0363,0.7766,0.4915,0.907
945.837036432,-0.0346,0.7545,0.4258,0.854
946.837828995,-0.0154,0.8034,0.4537,0.910
947.838485571,-0.0184,0.9118,0.4309,0.996
948.838816422,-0.0523,0.8817,0.5107,1.007
949.839046647,-0.0508,0.9414,0.3553,0.995
950.839580868,-0.0241,0.8157,0.5033,0.946
951.852935931,0.1096,0.7388,0.6978,1.008
952.840117734,0.1404,0.6964,0.7522,1.020
953.840645201,0.0075,0.7295,0.6476,0.962
954.840987568,0.1009,0.9089,0.5335,1.045
955.841248392,-0.0601,0.9124,0.4998,1.029
956.841523376,-0.0226,0.8733,0.4976,0.992
957.841908793,-0.0961,0.9561,0.3525,1.012
958.842173849,-0.0645,0.9690,0.4970,1.078
959.842614483,-0.1021,0.9568,0.4728,1.060
960.842936627,-0.1109,0.9022,0.4781,1.015
961.843278017,0.0238,0.8899,0.5280,1.022
962.843464175,-0.1088,0.8458,0.3811,0.922
963.843850446,0.0394,0.8136,0.6960,1.057
964.84398977,0.0233,0.8512,0.6953,1.085
965.849723576,0.0537,0.7899,0.6099,0.985
966.847074691,-0.0081,0.9235,0.4669,1.022
967.861567652,-0.1051,0.9452,0.2952,0.984
968.844724757,-0.1825,0.8979,0.3523,0.970
969.844938259,-0.1688,0.9209,0.3750,0.997
970.845271267,-0.0927,0.8833,0.2392,0.909
971.845444445,-0.0803,0.8100,0.5048,0.945
972.84572012,0.0551,0.8721,0.6135,1.054
973.846022855,-0.0766,0.8449,0.4505,0.948
974.846193836,-0.0481,0.8179,0.3844,0.892
975.846538522,-0.0402,0.9500,0.5359,1.078
976.846750559,-0.0811,0.8618,0.4354,0.956
977.846970448,0.0297,0.8887,0.4938,1.004
978.847861196,-0.1974,0.7448,0.7002,1.029
979.847812816,-0.0070,0.8108,0.6081,1.000
980.848103669,0.1193,0.7721,0.6499,1.002
981.848247469,0.3116,0.9996,0.6607,1.224
982.848586011,0.1175,0.9726,0.4949,1.084
983.85372684,0.2067,0.9980,0.3118,1.053
984.867876254,-0.1635,1.0738,0.3927,1.144
985.849415602,-0.2176,0.9593,0.2739,1.011
986.850069452,-0.1826,0.9973,0.2184,1.027
987.850350092,-0.1134,1.0796,0.3534,1.130
988.850676305,-0.0599,0.9145,0.3360,0.964
989.851127111,-0.1577,0.9951,0.5105,1.117
990.851540401,-0.0546,0.9624,0.5947,1.120
991.852341264,0.0414,1.0006,0.4012,1.066
992.852649696,0.0405,0.7827,0.3331,0.839
993.852631304,-0.0034,0.9862,0.4267,1.062
994.852824908,0.0919,0.7623,0.3740,0.841
995.852973916,-0.0499,0.8200,0.5474,0.974
996.853117023,-0.1028,0.8770,0.4370,0.973
997.853619384,-0.0455,0.8490,0.3566,0.910
998.865563029,-0.0671,1.0221,0.4191,1.095
999.854236288,-0.0494,0.9202,0.5070,1.039
1000.854593425,-0.0361,0.8621,0.5230,0.996
1001.854970704,0.0112,0.8335,0.3788,0.903
1002.855664512,-0.0694,0.8148,0.5029,0.947
1003.855837038,0.0009,0.8876,0.4996,1.005
1004.856118329,0.0178,0.9953,0.4033,1.061
1005.857028161,0.1574,1.0530,0.4633,1.148
1006.856686324,-0.2040,0.8839,0.4471,1.000
1007.857040776,0.1699,0.8167,0.4572,0.937
1008.857299891,-0.0749,0.8401,0.5795,1.010
1009.857758713,-0.0942,1.0317,0.5927,1.181
1010.868584804,-0.0090,0.8772,0.5634,1.029
1011.858456752,0.0258,0.7945,0.5015,0.926
1012.858874803,0.0333,0.8547,0.5425,0.999
1013.859336962,0.0561,0.8169,0.6713,1.045
1014.859858203,0.1203,0.7171,0.6168,0.939
1015.859775887,-0.0103,0.8538,0.8027,1.158
1016.859895313,0.1159,0.7058,0.6223,0.934
1017.860175139,0.1749,0.7868,0.6151,0.999
1018.860434946,0.0872,0.7963,0.6612,1.024
1019.86055836,0.0002,0.8401,0.5768,1.006
1020.860957204,0.0007,0.8640,0.5533,1.013
1021.861238048,-0.0117,0.8971,0.5078,1.018
1022.861398571,-0.0333,0.8760,0.4578,0.976
1023.870564262,-0.0128,0.8887,0.4738,0.994
1024.867709851,-0.0165,0.8941,0.5200,1.021
1025.86257057,-0.0190,0.9156,0.5023,1.031
1026.862891045,-0.0498,0.8955,0.4768,1.003
1027.863283136,-0.0161,0.9024,0.4990,1.018
1028.864141412,-0.0532,0.9058,0.4894,1.018
1029.864035212,-0.0190,0.8711,0.5227,1.003
1030.864243505,-0.0036,0.8476,0.4707,0.956
1031.864638973,-0.0106,0.8800,0.5430,1.021
1032.864822445,-0.0239,0.8770,0.4978,0.996
1033.864926653,-0.0158,0.8656,0.4443,0.960
1034.865235003,-0.0129,0.8739,0.4534,0.972
1035.865517189,-0.0454,0.8838,0.4852,0.996
1036.869386289,-0.0153,0.8920,0.4558,0.989
1037.867297138,-0.0460,0.9101,0.4465,1.002
1038.866208963,-0.0255,0.8672,0.4828,0.980
1039.86652419,0.0116,0.8534,0.4808,0.966
1040.866778666,-0.0109,0.8955,0.4708,0.999
1041.867095276,-0.0142,0.8999,0.4923,1.013
1042.867477275,-0.0079,0.8901,0.4752,0.996
1043.867992738,-0.0357,0.8857,0.4832,0.997
1044.868335553,-0.0411,0.8949,0.4558,0.992
1045.868558983,-0.0460,0.9281,0.4503,1.020
1046.868822207,-0.2016,0.9787,0.2687,1.024
1047.869106591,-0.2163,0.9682,0.3779,1.050
1048.869493636,-0.2658,0.7960,0.6653,1.059
1049.86974799,-0.1288,0.8697,0.4919,0.995
1050.883370224,-0.0118,0.8647,0.4969,0.984
1051.870384506,-0.0479,0.9038,0.4714,1.008
1052.87101915,-0.1586,0.9372,0.7467,1.196
1053.871491034,-0.1945,0.8663,0.6977,1.117
1054.871986599,-0.2723,0.8510,0.5908,1.060
1055.872203763,-0.2997,0.8279,0.7235,1.128
1056.872544991,-0.2562,0.7271,0.6287,0.983
1057.872844348,-0.2063,0.8421,0.5176,0.998
1058.87318993,-0.0266,0.9247,0.4210,1.004
1059.873663441,0.1934,0.9592,0.4234,1.053
1060.874110097,0.2415,0.9453,0.3756,1.032
1061.874282338,-0.0416,0.9589,0.4241,1.037
1062.875250641,-0.0357,0.9515,0.6015,1.113
1063.875062328,-0.0911,0.8562,0.5356,1.001
1064.879727164,-0.0041,0.8971,0.7503,1.156
1065.877300529,-0.1504,0.9769,0.5646,1.126
1066.875912386,0.1362,0.7738,0.2876,0.824
1067.87629231,-0.0707,0.9688,0.4650,1.064
1068.876430413,-0.0259,0.8770,0.4710,0.983
1069.876797764,0.0981,0.9463,0.5202,1.071
1070.877361485,0.0957,0.8990,0.5216,1.030
1071.877713984,0.0280,0.8485,0.4291,0.938
1072.878106074,0.1793,0.9688,0.5914,1.135
1073.878440792,-0.0864,0.9130,0.6156,1.091
1074.878689002,-0.0806,0.9388,0.5988,1.103
1075.878893999,0.0463,0.8344,0.5184,0.970
1076.879233762,0.2538,0.8668,0.4591,0.999
1077.879723468,0.2553,0.9235,0.4489,1.044
