time,gFx,gFy,gFz,TgF
1078.880349201,0.3905,0.8875,0.3538,1.018
1079.889174722,-0.0206,1.2523,0.3795,1.297
1080.88068046,0.0099,0.7868,0.6065,0.980
1081.88112146,-0.8117,0.5383,0.4579,1.071
1082.88164506,0.0729,0.4609,1.0228,1.111
1083.88184904,-0.0148,0.7722,0.6193,0.976
1108.493872449,-0.1736,0.7255,0.7426,1.040
1109.48645151,-0.1765,0.6089,0.6082,0.866
1110.486733168,-0.0403,0.7612,0.6159,0.966
1111.487012953,-0.1186,0.6672,0.7289,0.982
1112.48745672,-0.1063,0.6663,0.7517,0.997
1113.488037653,-0.2538,0.6609,0.6684,0.962
1114.487875138,-0.0184,0.6176,0.8278,1.019
1115.488349178,-0.0314,0.6066,0.6915,0.907
1116.488595109,-0.0377,0.7023,0.6757,0.962
1117.489067929,-0.1337,0.6463,0.7251,0.968
1118.489198463,-0.0964,0.6607,0.7974,1.027
1119.489417865,-0.0371,0.5871,0.9015,1.063
1120.489655088,-0.0162,0.5084,0.9006,1.021
1121.489809223,-0.0924,0.6959,0.8210,1.067
1122.489996601,-0.2263,0.6558,0.7208,0.988
1123.490483662,-0.1572,0.5744,0.8347,1.013
1124.490616191,-0.1192,0.5856,0.8185,1.000
1125.490976746,-0.1844,0.6214,0.8471,1.054
1126.491363832,-0.0447,0.6729,0.7781,1.016
1127.491842348,-0.0657,0.6939,0.7492,1.010
1128.492198346,-0.0108,0.6701,0.8603,1.077
1129.492583234,-0.1419,0.5987,0.7268,0.939
1130.492738182,-0.0690,0.6427,0.7784,0.998
1131.492862776,-0.0308,0.7434,0.8481,1.115
1132.493140812,-0.0927,0.6450,0.7165,0.955
1133.493381779,-0.0817,0.6545,0.8075,1.029
1134.493474065,-0.1439,0.5967,0.7044,0.921
1135.493958563,-0.0568,0.6471,0.8251,1.037
1136.501701361,-0.0911,0.6968,0.7449,1.011
1137.494665025,-0.1218,0.6983,0.7494,1.018
1138.495311632,-0.2006,0.6279,0.6805,0.935
1139.495522163,-0.1235,0.5560,0.7115,0.898
1140.495395495,-0.0989,0.5087,0.9500,1.069
1141.495708688,-0.0657,0.5684,0.8004,0.971
1142.496097685,-0.1615,0.7011,0.6901,0.984
1143.496271066,-0.1620,0.6723,0.6811,0.958
1144.496456166,-0.1256,0.6885,0.7831,1.037
1145.496871775,-0.0367,0.7401,0.5057,0.884
1146.497166576,0.0157,0.6703,0.7741,1.010
1147.49736022,-0.0766,0.7365,0.8649,1.125
1148.503995231,-0.1906,0.7150,0.5810,0.928
1149.502855705,-0.3308,0.5822,0.5254,0.841
1150.498456902,-0.1030,0.6854,0.6978,0.970
1151.498548821,-0.0784,0.6011,0.8007,0.991
1152.498695265,-0.1240,0.5729,0.8571,1.025
1153.499473505,-0.1185,0.6494,0.7371,0.976
